source_type,source_id,source_name,event_id,event_name,page,command_index,code,kind,text,story_index,draft_id,draft_status
map,80,,69,lucha rival f,1,69,401,show_text_cont,mucho mejor de lo que imaginé cuando era pequeña.,7,Jauh lebih baik dari yang saya bayangkan ketika saya masih kecil.,machine_draft
map,80,,69,lucha rival f,1,73,101,show_text,\dxn[Eda]Sin duda voy a esforzarme por llegar a ser la,7,\dxn[Eda]Saya pasti akan berusaha untuk menjadi,machine_draft
map,80,,69,lucha rival f,1,74,401,show_text_cont,Campeona de la región. Pero parece que primero voy,7,Juara wilayah. Tapi sepertinya aku pergi dulu,machine_draft
map,80,,69,lucha rival f,1,75,401,show_text_cont,a tener que superarte.,7,harus mengatasi diri sendiri.,machine_draft
map,80,,69,lucha rival f,1,79,101,show_text,"\dxn[Eda]¡En fin, voy a buscar a la profesora, la cafetería debería estar en el próximo pueblo.",7,"\dxn[Eda]Pokoknya, saya akan mencari guru, kafetaria harusnya ada di kota berikutnya.",machine_draft
map,80,,69,lucha rival f,1,83,101,show_text,\dxn[Eda]¡Nos vemos \PN!,7,\dxn[Eda]Sampai jumpa \PN!,machine_draft
map,80,,69,lucha rival f,1,87,355,script,ChangeSpeed.new.pbChangeSpeed(0),7,,skip_script
map,80,,69,lucha rival f,1,99,101,show_text,"\dxn[Eda]Me encanta pelear con los Pokémon, es",7,"\dxn[Eda]Saya suka bertarung dengan Pokémon, itu",machine_draft
map,80,,69,lucha rival f,1,100,401,show_text_cont,mucho mejor de lo que imaginé cuando era pequeña.,7,Jauh lebih baik dari yang saya bayangkan ketika saya masih kecil.,machine_draft
map,80,,69,lucha rival f,1,104,101,show_text,\dxn[Eda]Sin duda estoy un paso más cerca de llegar,7,\dxn[Eda]Saya pasti selangkah lebih dekat untuk mencapainya,machine_draft
map,80,,69,lucha rival f,1,105,401,show_text_cont,a ser la Campeona de la región.,7,menjadi Juara daerah.,machine_draft
map,80,,69,lucha rival f,1,109,101,show_text,"\dxn[Eda]¡En fin, voy a buscar a la profesora! La cafetería debería estar en el próximo pueblo.",7,"\dxn[Eda]Pokoknya, saya akan mencari guru! Kantinnya seharusnya berada di kota berikutnya.",machine_draft
map,80,,69,lucha rival f,1,113,101,show_text,"\dxn[Eda]¡Nos vemos, \PN!",7,"\dxn[Eda]Sampai jumpa, \PN!",machine_draft
map,80,,107,EV107,1,0,108,comment,noshadow,7,,skip_comment
map,80,,12,EV012,1,0,108,comment,noshadow,7,,skip_comment
map,80,,50,EV050,1,0,108,comment,noshadow,7,,skip_comment
map,80,,98,EV098,1,0,108,comment,noshadow,7,,skip_comment
map,80,,3,EV003,1,0,355,script,pbItemBall(:SUPERPOTION),7,,skip_script
map,80,,41,EV041,1,0,108,comment,noshadow,7,,skip_comment
map,80,,22,lucha rival f,1,0,355,script,ChangeSpeed.new.pbChangeSpeed(0),7,,skip_script
map,80,,22,lucha rival f,1,4,101,show_text,"\dxn[Eda]¡Espera, \PN!",7,"\dxn[Eda]Tunggu, \PN!",machine_draft
map,80,,22,lucha rival f,1,23,101,show_text,\dxn[Eda]¡Parece que te me has adelantado!,7,\dxn[Eda]Sepertinya Anda berada di depan saya!,machine_draft
map,80,,22,lucha rival f,1,27,101,show_text,"\dxn[Eda]Yo estuve comprando algunas cosillas y buscando a la profesora en Pueblo Pardillo, pero creo que está más lejos todavía...",7,"\dxn[Eda]Saya membeli beberapa barang dan mencari guru di Pueblo Pardillo, tapi menurut saya dia lebih jauh lagi...",machine_draft
map,80,,22,lucha rival f,1,39,101,show_text,\dxn[Eda]También he sacado algún que otro Pokémon con el Gacha...,7,\dxn[Eda]Saya juga telah merilis beberapa Pokémon lain dengan Gacha...,machine_draft
map,80,,22,lucha rival f,1,43,101,show_text,\dxn[Eda]¿Qué te parece si echamos un combate rápido para poder probarlo?,7,\dxn[Eda]Bagaimana kalau kita melakukan pertarungan cepat agar kita bisa mencobanya?,machine_draft
map,80,,22,lucha rival f,1,51,355,script,"setBattleRule(""canLose"")",7,,skip_script
map,80,,22,lucha rival f,1,53,101,show_text,"\dxn[Eda]¡Adelante Chic, vamos a calentar el ambiente!",7,"\dxn[Eda]Go Chic, yuk hangatkan suasana!",machine_draft
map,80,,22,lucha rival f,1,56,355,script,ChangeSpeed.new.pbChangeSpeed(0),7,,skip_script
map,80,,22,lucha rival f,1,67,101,show_text,"\dxn[Eda]Me encanta pelear con los Pokémon, es",7,"\dxn[Eda]Saya suka bertarung dengan Pokémon, itu",machine_draft
map,80,,22,lucha rival f,1,68,401,show_text_cont,mucho mejor de lo que imaginé cuando era pequeña.,7,Jauh lebih baik dari yang saya bayangkan ketika saya masih kecil.,machine_draft
map,80,,22,lucha rival f,1,72,101,show_text,\dxn[Eda]Sin duda voy a esforzarme por llegar a ser la,7,\dxn[Eda]Saya pasti akan berusaha untuk menjadi,machine_draft
map,80,,22,lucha rival f,1,73,401,show_text_cont,Campeona de la región. Pero parece que primero voy,7,Juara wilayah. Tapi sepertinya aku pergi dulu,machine_draft
map,80,,22,lucha rival f,1,74,401,show_text_cont,a tener que superarte.,7,harus mengatasi diri sendiri.,machine_draft
map,80,,22,lucha rival f,1,78,101,show_text,"\dxn[Eda]¡En fin, voy a buscar a la profesora, la cafetería debería estar en el próximo pueblo.",7,"\dxn[Eda]Pokoknya, saya akan mencari guru, kafetaria harusnya ada di kota berikutnya.",machine_draft
map,80,,22,lucha rival f,1,82,101,show_text,\dxn[Eda]¡Nos vemos \PN!,7,\dxn[Eda]Sampai jumpa \PN!,machine_draft
map,80,,22,lucha rival f,1,86,355,script,ChangeSpeed.new.pbChangeSpeed(0),7,,skip_script
map,80,,22,lucha rival f,1,98,101,show_text,"\dxn[Eda]Me encanta pelear con los Pokémon, es",7,"\dxn[Eda]Saya suka bertarung dengan Pokémon, itu",machine_draft
map,80,,22,lucha rival f,1,99,401,show_text_cont,mucho mejor de lo que imaginé cuando era pequeña.,7,Jauh lebih baik dari yang saya bayangkan ketika saya masih kecil.,machine_draft
map,80,,22,lucha rival f,1,103,101,show_text,\dxn[Eda]Sin duda estoy un paso más cerca de llegar,7,\dxn[Eda]Saya pasti selangkah lebih dekat untuk mencapainya,machine_draft
map,80,,22,lucha rival f,1,104,401,show_text_cont,a ser la Campeona de la región.,7,menjadi Juara daerah.,machine_draft
map,80,,22,lucha rival f,1,108,101,show_text,"\dxn[Eda]¡En fin, voy a buscar a la profesora! La cafetería debería estar en el próximo pueblo.",7,"\dxn[Eda]Pokoknya, saya akan mencari guru! Kantinnya seharusnya berada di kota berikutnya.",machine_draft
map,80,,22,lucha rival f,1,112,101,show_text,"\dxn[Eda]¡Nos vemos, \PN!",7,"\dxn[Eda]Sampai jumpa, \PN!",machine_draft
map,80,,60,EV060,1,0,108,comment,noshadow,7,,skip_comment
map,80,,32,EV032,1,0,108,comment,noshadow,7,,skip_comment
map,80,,70,lucha rival f,1,0,355,script,ChangeSpeed.new.pbChangeSpeed(0),7,,skip_script
map,80,,70,lucha rival f,1,4,101,show_text,"\dxn[Eda]¡Espera, \PN!",7,"\dxn[Eda]Tunggu, \PN!",machine_draft
map,80,,70,lucha rival f,1,24,101,show_text,\dxn[Eda]¡Parece que te me has adelantado!,7,\dxn[Eda]Sepertinya Anda berada di depan saya!,machine_draft
map,80,,70,lucha rival f,1,28,101,show_text,"\dxn[Eda]Yo estuve comprando algunas cosillas y buscando a la profesora en Pueblo Pardillo, pero creo que está más lejos todavía...",7,"\dxn[Eda]Saya membeli beberapa barang dan mencari guru di Pueblo Pardillo, tapi menurut saya dia lebih jauh lagi...",machine_draft
map,80,,70,lucha rival f,1,40,101,show_text,\dxn[Eda]También he sacado algún que otro Pokémon con el Gacha...,7,\dxn[Eda]Saya juga telah merilis beberapa Pokémon lain dengan Gacha...,machine_draft
map,80,,70,lucha rival f,1,44,101,show_text,\dxn[Eda]¿Qué te parece si echamos un combate rápido para poder probarlo?,7,\dxn[Eda]Bagaimana kalau kita melakukan pertarungan cepat agar kita bisa mencobanya?,machine_draft
map,80,,70,lucha rival f,1,52,355,script,"setBattleRule(""canLose"")",7,,skip_script
map,80,,70,lucha rival f,1,54,101,show_text,"\dxn[Eda]¡Adelante Chic, vamos a calentar el ambiente!",7,"\dxn[Eda]Go Chic, yuk hangatkan suasana!",machine_draft
map,80,,70,lucha rival f,1,57,355,script,ChangeSpeed.new.pbChangeSpeed(0),7,,skip_script
map,80,,70,lucha rival f,1,68,101,show_text,"\dxn[Eda]Me encanta pelear con los Pokémon, es",7,"\dxn[Eda]Saya suka bertarung dengan Pokémon, itu",machine_draft
map,80,,70,lucha rival f,1,69,401,show_text_cont,mucho mejor de lo que imaginé cuando era pequeña.,7,Jauh lebih baik dari yang saya bayangkan ketika saya masih kecil.,machine_draft
map,80,,70,lucha rival f,1,73,101,show_text,\dxn[Eda]Sin duda voy a esforzarme por llegar a ser la,7,\dxn[Eda]Saya pasti akan berusaha untuk menjadi,machine_draft
map,80,,70,lucha rival f,1,74,401,show_text_cont,Campeona de la región. Pero parece que primero voy,7,Juara wilayah. Tapi sepertinya aku pergi dulu,machine_draft
map,80,,70,lucha rival f,1,75,401,show_text_cont,a tener que superarte.,7,harus mengatasi diri sendiri.,machine_draft
map,80,,70,lucha rival f,1,79,101,show_text,"\dxn[Eda]¡En fin, voy a buscar a la profesora, la cafetería debería estar en el próximo pueblo.",7,"\dxn[Eda]Pokoknya, saya akan mencari guru, kafetaria harusnya ada di kota berikutnya.",machine_draft
map,80,,70,lucha rival f,1,83,101,show_text,\dxn[Eda]¡Nos vemos \PN!,7,\dxn[Eda]Sampai jumpa \PN!,machine_draft
map,80,,70,lucha rival f,1,87,355,script,ChangeSpeed.new.pbChangeSpeed(0),7,,skip_script
map,80,,70,lucha rival f,1,99,101,show_text,"\dxn[Eda]Me encanta pelear con los Pokémon, es",7,"\dxn[Eda]Saya suka bertarung dengan Pokémon, itu",machine_draft
map,80,,70,lucha rival f,1,100,401,show_text_cont,mucho mejor de lo que imaginé cuando era pequeña.,7,Jauh lebih baik dari yang saya bayangkan ketika saya masih kecil.,machine_draft
map,80,,70,lucha rival f,1,104,101,show_text,\dxn[Eda]Sin duda estoy un paso más cerca de llegar,7,\dxn[Eda]Saya pasti selangkah lebih dekat untuk mencapainya,machine_draft
map,80,,70,lucha rival f,1,105,401,show_text_cont,a ser la Campeona de la región.,7,menjadi Juara daerah.,machine_draft
map,80,,70,lucha rival f,1,109,101,show_text,"\dxn[Eda]¡En fin, voy a buscar a la profesora! La cafetería debería estar en el próximo pueblo.",7,"\dxn[Eda]Pokoknya, saya akan mencari guru! Kantinnya seharusnya berada di kota berikutnya.",machine_draft
map,80,,70,lucha rival f,1,113,101,show_text,"\dxn[Eda]¡Nos vemos, \PN!",7,"\dxn[Eda]Sampai jumpa, \PN!",machine_draft
map,80,,108,EV108,1,0,108,comment,noshadow,7,,skip_comment
map,80,,13,EV013,1,0,101,show_text,"Atrapé a este Roselia cuando todavía era un Budew justamente en esta ruta, ojalá volver a ser jovencita...",7,"Roselia ini saya tangkap waktu masih Budew tepat di jalur ini, semoga muda lagi..",machine_draft
map,80,,13,EV013,1,1,102,choices,Usted se conserva bien,7,Anda terpelihara dengan baik,machine_draft
map,80,,13,EV013,1,1,102,choices,El tiempo pasa volando,7,waktu berlalu,machine_draft
map,80,,13,EV013,1,2,402,choice_branch,Usted se conserva bien,7,Anda terpelihara dengan baik,machine_draft
map,80,,13,EV013,1,3,101,show_text,"Gracias cielo. Por ser tan amable, te voy a dar esto.",7,"Terima kasih surga. Karena berbaik hati, aku akan memberimu ini.",machine_draft
map,80,,13,EV013,1,4,355,script,pbReceiveItem(:GRASSGEM),7,,skip_script
map,80,,13,EV013,1,7,402,choice_branch,El tiempo pasa volando,7,waktu berlalu,machine_draft
map,80,,13,EV013,1,8,101,show_text,"Ciertamente, es triste pensar en ello...",7,Tentu saja miris jika memikirkan...,machine_draft
map,80,,13,EV013,2,0,101,show_text,"Aprovecha el tiempo, nos vemos preciosidad.",7,"Manfaatkan waktu, sampai jumpa cantik.",machine_draft
map,80,,51,EV051,1,0,108,comment,noshadow,7,,skip_comment
map,80,,4,EV004,1,6,355,script,Pokemon.play_cry(:GIMMIGHOUL),7,,skip_script
map,80,,4,EV004,1,9,355,script,"setBattleRule(""base"", ""bridge"")",7,,skip_script
map,80,,4,EV004,1,10,355,script,"pbWildBattle(:GIMMIGHOUL, 7)",7,,skip_script
map,80,,4,EV004,1,11,355,script,pbSetEventTime,7,,skip_script
map,80,,4,EV004,1,15,101,show_text,Parece que ha soltado una extraña moneda...,7,Sepertinya dia telah menjatuhkan koin aneh...,machine_draft
map,80,,4,EV004,1,16,355,script,pbReceiveItem(:GOLD),7,,skip_script
map,80,,4,EV004,3,1,355,script,"setTempSwitchOn(""A"")",7,,skip_script
map,80,,42,EV042,1,0,108,comment,noshadow,7,,skip_comment
map,80,,80,EV080,1,0,108,comment,noshadow,7,,skip_comment
map,80,,23,EV023,1,0,108,comment,noshadow,7,,skip_comment
map,80,,61,EV061,1,0,108,comment,noshadow,7,,skip_comment
map,80,,99,EV099,1,0,108,comment,noshadow,7,,skip_comment
map,80,,109,EV109,1,0,108,comment,noshadow,7,,skip_comment
map,80,,14,EV014,1,0,108,comment,noshadow,7,,skip_comment
map,80,,52,EV052,1,0,108,comment,noshadow,7,,skip_comment
map,80,,33,EV033,1,0,101,show_text,Me gusta esta ruta porque es muy llana para correr.,7,Saya suka rute ini karena sangat datar untuk dilalui.,machine_draft
map,80,,100,EV100,1,0,108,comment,noshadow,7,,skip_comment
map,80,,62,Slope,1,0,108,comment,Slope: -3x-2,7,,skip_comment
map,80,,62,Slope,1,1,108,comment,Width: 1/2,7,,skip_comment
map,80,,62,Slope,1,2,108,comment,Offset: 16px,7,,skip_comment
map,80,,24,EV024,1,0,355,script,pbItemBall(:POTION),7,,skip_script
map,80,,81,EV081,1,0,108,comment,noshadow,7,,skip_comment
map,80,,43,EV043,1,0,108,comment,noshadow,7,,skip_comment
map,80,,5,Trainer(5),1,0,355,script,pbTrainerIntro(:CHICA),7,,skip_script
map,80,,5,Trainer(5),1,1,355,script,pbNoticePlayer(get_character(0)),7,,skip_script
map,80,,5,Trainer(5),1,2,101,show_text,Tengo el Pokémon más fuerte del mundo.,7,Saya memiliki Pokémon terkuat di dunia.,machine_draft
map,80,,5,Trainer(5),1,7,355,script,pbTrainerEnd,7,,skip_script
map,80,,5,Trainer(5),2,0,101,show_text,Pensaba que Bidoof era más fuerte...,7,Saya pikir Bidoof lebih kuat...,machine_draft
map,80,,15,EV015,1,0,108,comment,noshadow,7,,skip_comment
map,80,,91,EV091,1,0,108,comment,noshadow,7,,skip_comment
map,80,,101,EV101,1,0,108,comment,noshadow,7,,skip_comment
map,80,,63,Slope,1,0,108,comment,Slope: -3x-2,7,,skip_comment
map,80,,63,Slope,1,1,108,comment,Width: 0/2,7,,skip_comment
map,80,,63,Slope,1,2,108,comment,Offset: 16px,7,,skip_comment
map,80,,44,EV044,1,0,108,comment,noshadow,7,,skip_comment
map,80,,25,EV025,1,0,355,script,pbItemBall(:REPEL),7,,skip_script
map,80,,6,Trainer(4),1,0,355,script,pbTrainerIntro(:JOVEN),7,,skip_script
map,80,,6,Trainer(4),1,1,355,script,pbNoticePlayer(get_character(0)),7,,skip_script
map,80,,6,Trainer(4),1,2,101,show_text,Acabo de atrapar un Pokémon y quiero probarlo. ¿Te,7,Saya baru saja menangkap Pokémon dan ingin mencobanya. Apakah kamu,machine_draft
map,80,,6,Trainer(4),1,3,401,show_text_cont,apuntas a un combate?,7,Apakah Anda ingin berkelahi?,machine_draft
map,80,,6,Trainer(4),1,8,355,script,pbTrainerEnd,7,,skip_script
map,80,,6,Trainer(4),2,0,101,show_text,Intentaré atrapar otra cosa...,7,Saya akan mencoba menangkap sesuatu yang lain...,machine_draft
map,80,,16,EV016,1,0,108,comment,noshadow,7,,skip_comment
map,80,,54,EV054,1,0,108,comment,noshadow,7,,skip_comment
map,80,,35,EV035,1,0,108,comment,noshadow,7,,skip_comment
map,80,,92,EV092,1,0,108,comment,noshadow,7,,skip_comment
map,80,,102,EV102,1,0,108,comment,noshadow,7,,skip_comment
map,80,,83,EV083,1,0,355,script,Pokemon.play_cry(:ROSELIA),7,,skip_script
map,80,,26,EV026,1,0,101,show_text,<b><ac>RUTA 2</ac></b><ac>¡Pista de,7,<b><ac>ROUTE 2</ac></b><ac>Petunjuk,machine_draft
map,80,,26,EV026,1,1,401,show_text_cont,entrenadores!</ac>,7,pelatih!</ac>,machine_draft
map,80,,64,Slope,1,0,108,comment,Slope: 3x2,7,,skip_comment
map,80,,64,Slope,1,1,108,comment,Width: 1/2,7,,skip_comment
map,80,,64,Slope,1,2,108,comment,Offset: 16px,7,,skip_comment
map,80,,7,EV007,1,0,355,script,pbItemBall(:TM10),7,,skip_script
map,80,,45,EV045,1,0,101,show_text,<b><ac>RUTA 2</ac></b><ac>¡Pista de,7,<b><ac>ROUTE 2</ac></b><ac>Petunjuk,machine_draft
map,80,,45,EV045,1,1,401,show_text_cont,entrenadores!</ac>,7,pelatih!</ac>,machine_draft
map,80,,36,EV036,1,0,108,comment,noshadow,7,,skip_comment
map,80,,17,EV017,1,0,108,comment,noshadow,7,,skip_comment
map,80,,55,EV055,1,0,108,comment,noshadow,7,,skip_comment
map,80,,93,EV093,1,0,108,comment,noshadow,7,,skip_comment
map,80,,103,EV103,1,0,108,comment,noshadow,7,,skip_comment
map,80,,65,Slope,1,0,108,comment,Slope: 3x2,7,,skip_comment
map,80,,65,Slope,1,1,108,comment,Width: 0/2,7,,skip_comment
map,80,,65,Slope,1,2,108,comment,Offset: 16px,7,,skip_comment
map,80,,8,Trainer(2),1,0,355,script,pbTrainerIntro(:JOVEN),7,,skip_script
map,80,,8,Trainer(2),1,1,355,script,pbNoticePlayer(get_character(0)),7,,skip_script
map,80,,8,Trainer(2),1,2,101,show_text,"Soy el más fuerte de la escuela, prepárate.",7,"Aku yang terkuat di sekolah, bersiaplah.",machine_draft
map,80,,8,Trainer(2),1,7,355,script,pbTrainerEnd,7,,skip_script
map,80,,8,Trainer(2),2,0,101,show_text,Tendré que entrenar más entonces.,7,"Kalau begitu, aku harus berlatih lebih banyak.",machine_draft
map,80,,46,EV046,1,0,108,comment,noshadow,7,,skip_comment
map,80,,27,EV027,1,0,101,show_text,<b><ac>RUTA 2</ac></b><ac>¡Pista de,7,<b><ac>ROUTE 2</ac></b><ac>Petunjuk,machine_draft
map,80,,27,EV027,1,1,401,show_text_cont,entrenadores!</ac>,7,pelatih!</ac>,machine_draft
map,80,,37,EV037,1,0,108,comment,noshadow,7,,skip_comment
map,80,,18,EV018,1,0,108,comment,noshadow,7,,skip_comment
map,80,,56,EV056,1,0,108,comment,noshadow,7,,skip_comment
map,80,,94,EV094,1,0,108,comment,noshadow,7,,skip_comment
map,83,,85,EV085,1,0,108,comment,noshadow,8,,skip_comment
map,83,,28,EV028,1,0,101,show_text,Sólo hay basura.,8,Hanya ada sampah.,machine_draft
map,83,,66,EV066,1,0,108,comment,noshadow,8,,skip_comment
map,83,,66,EV066,1,1,355,script,pbItemBall(:STARDUST),8,,skip_script
map,83,,76,EV076,1,0,108,comment,noshadow,8,,skip_comment
map,83,,57,EV057,1,0,101,show_text,"Estoy aquí tomándome un refresco. Hay muchas máquinas expendedoras por toda la región, por el tema del clima y eso. Está bien pensado.",8,"Aku di sini minum soda. Ada banyak mesin penjual otomatis di seluruh wilayah, karena cuaca dan sebagainya. Itu sudah dipikirkan dengan matang.",machine_draft
map,83,,38,EV038,1,0,108,comment,noshadow,8,,skip_comment
map,83,,48,EV048,1,0,108,comment,noshadow,8,,skip_comment
map,83,,86,EV086,1,0,108,comment,noshadow,8,,skip_comment
map,83,,29,EV029,1,0,101,show_text,Sólo hay basura.,8,Hanya ada sampah.,machine_draft
map,83,,67,Slope,1,0,108,comment,Slope: -2x-1,8,,skip_comment
map,83,,67,Slope,1,1,108,comment,Width: 1/2,8,,skip_comment
map,83,,67,Slope,1,2,108,comment,Offset: 16px,8,,skip_comment
map,83,,20,EV020,1,0,101,show_text,<b><ac>PUEBLO PINZÓN</ac></b><ac>¡El ambiente,8,<b><ac>PUEBLO FINZÓN</ac></b><ac>Suasananya,machine_draft
map,83,,20,EV020,1,1,401,show_text_cont,de este pueblo es muy acogedor y el clima ya no,8,Kota ini sangat ramah dan iklimnya tidak lagi,machine_draft
map,83,,20,EV020,1,2,401,show_text_cont,"es tan caliente, por las noches hace frío!</ac>",8,"Panas sekali, dingin di malam hari!</ac>",machine_draft
map,83,,58,EV058,1,0,101,show_text,"A mí me gusta entrenar con mi Pokémon, me importa un Pyukumuku lo que me digan mis padres.",8,"Saya suka berlatih dengan Pokémon saya, saya tidak peduli apa yang orang tua saya katakan.",machine_draft
map,83,,39,EV039,1,0,108,comment,noshadow,8,,skip_comment
map,83,,77,EV077,1,0,108,comment,noshadow,8,,skip_comment
map,83,,87,EV087,1,0,108,comment,noshadow,8,,skip_comment
map,83,,30,EV030,1,0,355,script,pbItemBall(:LEMONADE),8,,skip_script
map,83,,68,Slope,1,0,108,comment,Slope: -2x-1,8,,skip_comment
map,83,,68,Slope,1,1,108,comment,Width: 1/2,8,,skip_comment
map,83,,68,Slope,1,2,108,comment,Offset: 16px,8,,skip_comment
map,83,,21,EV021,1,0,101,show_text,<b><ac>PUEBLO PINZÓN</ac></b><ac>¡El ambiente,8,<b><ac>PUEBLO FINZÓN</ac></b><ac>Suasananya,machine_draft
map,83,,21,EV021,1,1,401,show_text_cont,de este pueblo es muy acogedor y el clima ya no,8,Kota ini sangat ramah dan iklimnya tidak lagi,machine_draft
map,83,,21,EV021,1,2,401,show_text_cont,"es tan caliente, por las noches hace frío!</ac>",8,"Panas sekali, dingin di malam hari!</ac>",machine_draft
map,83,,59,EV059,1,0,355,script,Pokemon.play_cry(:SHINX),8,,skip_script
map,83,,2,EV002,1,0,108,comment,noshadow,8,,skip_comment
map,83,,40,EV040,1,0,101,show_text,"Me duelen los pies, no pienso andar más.",8,"Kakiku sakit, aku tidak berencana berjalan lagi.",machine_draft
map,83,,78,EV078,1,0,108,comment,noshadow,8,,skip_comment
map,83,,31,EV031,1,0,101,show_text,¿Has visto estas flores? ¡Son preciosas!,8,Pernahkah Anda melihat bunga-bunga ini? Mereka cantik!,machine_draft
map,83,,69,Slope,1,0,108,comment,Slope: 2x1,8,,skip_comment
map,83,,69,Slope,1,1,108,comment,Width: 1/2,8,,skip_comment
map,83,,69,Slope,1,2,108,comment,Offset: 16px,8,,skip_comment
map,83,,88,EV088,1,0,355,script,pbItemBall(:GREATBALL),8,,skip_script
map,83,,3,EV003,1,0,355,script,pbItemBall(:GREATBALL),8,,skip_script
map,83,,41,EV041,1,0,101,show_text,¡Me cago en el bicho rosa este!,8,Aku sial pada serangga merah muda ini!,machine_draft
map,83,,79,EV079,1,0,108,comment,noshadow,8,,skip_comment
map,83,,60,EV060,1,0,101,show_text,¿Sabías que el nombre de Eda proviene de la salud y la felicidad?,8,Tahukah Anda kalau nama Eda berasal dari kesehatan dan kebahagiaan?,machine_draft
map,83,,32,EV032,1,3,355,script,"pbRemoveDependency2(""FollowerPkmn"")",8,,skip_script
map,83,,70,Slope,1,0,108,comment,Slope: 2x1,8,,skip_comment
map,83,,70,Slope,1,1,108,comment,Width: 1/2,8,,skip_comment
map,83,,70,Slope,1,2,108,comment,Offset: 16px,8,,skip_comment
map,83,,89,EV089,1,0,108,comment,noshadow,8,,skip_comment
map,83,,4,EV004,1,0,108,comment,noshadow,8,,skip_comment
map,83,,42,EV042,1,0,355,script,Pokemon.play_cry(:HAPPINY),8,,skip_script
map,83,,80,EV080,1,0,108,comment,noshadow,8,,skip_comment
map,83,,61,EV061,1,0,101,show_text,<ac>¡BattleCoffe!</ac> ¡Disfruta de un buen café mientras combates contra entrenadores!,8,<ac>BattleCoffe!</ac> Nikmati kopi nikmat sambil bertarung dengan pelatih!,machine_draft
map,83,,52,Vending machine 1,1,0,355,script,"setPrice(:FRESHWATER,300)",8,,skip_script
map,83,,52,Vending machine 1,1,1,355,script,"setPrice(:SODAPOP,450)",8,,skip_script
map,83,,52,Vending machine 1,1,2,355,script,"setPrice(:LEMONADE,600)",8,,skip_script
map,83,,52,Vending machine 1,1,3,355,script,pbPokemonMart2([,8,,skip_script
map,83,,52,Vending machine 1,1,4,655,script_cont,":FRESHWATER,",8,,skip_script
map,83,,52,Vending machine 1,1,5,655,script_cont,":SODAPOP,",8,,skip_script
map,83,,52,Vending machine 1,1,6,655,script_cont,:LEMONADE]),8,,skip_script
map,83,,90,EV090,1,0,108,comment,noshadow,8,,skip_comment
map,83,,33,EV033,1,3,355,script,"pbRemoveDependency2(""FollowerPkmn"")",8,,skip_script
map,83,,71,Slope,1,0,108,comment,Slope: 2x-1,8,,skip_comment
map,83,,71,Slope,1,1,108,comment,Width: 1/2,8,,skip_comment
map,83,,71,Slope,1,2,108,comment,Offset: 16px,8,,skip_comment
map,83,,43,EV043,1,0,101,show_text,"La juventud solo piensa en fumar, beber y salir de fiesta.",8,"Remaja hanya berpikir tentang merokok, minum-minuman keras dan berpesta.",machine_draft
map,83,,43,EV043,1,2,101,show_text,\sh¡En mis tiempos todas íbamos a un colegio de monjas!,8,"\shDi masa saya, kami semua bersekolah di sekolah biarawati!",machine_draft
map,83,,81,EV081,1,0,108,comment,noshadow,8,,skip_comment
map,83,,24,EV024,1,6,355,script,"pbRemoveDependency2(""FollowerPkmn"")",8,,skip_script
map,83,,24,EV024,2,6,355,script,"pbRemoveDependency2(""FollowerPkmn"")",8,,skip_script
map,83,,62,EV062,1,0,101,show_text,Sólo hay basura.,8,Hanya ada sampah.,machine_draft
map,83,,15,EV015,1,4,355,script,"pbZoomMap(1,1,zoom=""out"")",8,,skip_script
map,83,,15,EV015,1,5,355,script,"pbRemoveDependency2(""FollowerPkmn"")",8,,skip_script
map,83,,53,Vending machine 1,1,0,355,script,"setPrice(:FRESHWATER,300)",8,,skip_script
map,83,,53,Vending machine 1,1,1,355,script,"setPrice(:SODAPOP,450)",8,,skip_script
map,83,,53,Vending machine 1,1,2,355,script,"setPrice(:LEMONADE,600)",8,,skip_script
map,83,,53,Vending machine 1,1,3,355,script,pbPokemonMart2([,8,,skip_script
map,83,,53,Vending machine 1,1,4,655,script_cont,":FRESHWATER,",8,,skip_script
map,83,,53,Vending machine 1,1,5,655,script_cont,":SODAPOP,",8,,skip_script
map,83,,53,Vending machine 1,1,6,655,script_cont,:LEMONADE]),8,,skip_script
map,83,,91,EV091,1,0,101,show_text,Siempre me he preguntado qué diablos hace esta piedra de aquí en medio.,8,Saya selalu bertanya-tanya apa yang dilakukan batu di tengah ini.,machine_draft
map,83,,91,EV091,1,2,101,show_text,"Quiero decir, no hace nada, es una piedra y solo molesta.",8,"Maksudku, itu tidak melakukan apa-apa, itu batu dan itu hanya mengganggu.",machine_draft
map,83,,34,EV034,1,3,355,script,"pbRemoveDependency2(""FollowerPkmn"")",8,,skip_script
map,83,,72,Slope,1,0,108,comment,Slope: 2x-1,8,,skip_comment
map,83,,72,Slope,1,1,108,comment,Width: 1/2,8,,skip_comment
map,83,,72,Slope,1,2,108,comment,Offset: 16px,8,,skip_comment
map,83,,63,EV063,1,0,101,show_text,Sólo hay basura.,8,Hanya ada sampah.,machine_draft
map,83,,82,EV082,1,0,108,comment,noshadow,8,,skip_comment
map,83,,16,EV016,1,0,108,comment,noshadow,8,,skip_comment
map,83,,73,Slope,1,0,355,script,pbBridgeOff,8,,skip_script
map,83,,73,Slope,1,1,108,comment,Slope: -2x1,8,,skip_comment
map,83,,73,Slope,1,2,108,comment,Width: 1/2,8,,skip_comment
map,83,,73,Slope,1,3,108,comment,Offset: 16px,8,,skip_comment
